"subjID"	"choice"	"outcome"
"846"	315	2	-1
"847"	315	2	-1
"848"	315	2	-1
"849"	315	2	-1
"850"	315	2	-1
"851"	317	2	1
"852"	317	2	1
"853"	317	1	-1
"854"	317	2	1
"855"	317	2	1
"856"	317	2	-1
"857"	317	1	1
"858"	317	1	1
"859"	317	1	1
"860"	317	1	1
"861"	321	2	1
"862"	321	2	1
"863"	321	2	1
"864"	321	2	1
"865"	321	2	1
"866"	321	2	-1
"867"	321	1	1
"868"	321	1	1
"869"	321	1	1
"870"	321	2	-1
"871"	324	2	-1
"872"	324	2	-1
"873"	324	1	1
"874"	324	1	1
"875"	324	1	1
"876"	324	1	-1
"877"	324	2	1
"878"	324	1	-1
"879"	324	2	1
"880"	324	1	-1
"881"	325	2	1
"882"	325	2	1
"883"	325	2	1
"884"	325	2	1
"885"	325	2	1
"886"	325	2	-1
"887"	325	1	1
"888"	325	1	1
"889"	325	1	1
"890"	325	2	-1
"891"	326	1	1
"892"	326	1	1
"893"	326	1	1
"894"	326	2	-1
"895"	326	2	-1
"896"	326	1	-1
"897"	326	2	1
"898"	326	1	-1
"899"	326	1	-1
"900"	326	1	-1
"901"	329	2	1
"902"	329	1	-1
"903"	329	1	-1
"904"	329	2	1
"905"	329	2	1
"906"	329	2	-1
"907"	329	1	1
"908"	329	2	-1
"909"	329	1	1
"910"	329	1	1
"911"	330	1	1
"912"	330	1	1
"913"	330	1	1
"914"	330	1	1
"915"	330	2	-1
"916"	330	2	1
"917"	330	2	1
"918"	330	1	-1
"919"	330	1	-1
"920"	330	1	-1
"921"	331	2	1
"922"	331	2	1
"923"	331	2	1
"924"	331	1	-1
"925"	331	2	1
"926"	331	1	1
"927"	331	2	-1
"928"	331	2	-1
"929"	331	1	1
"930"	331	1	1
"931"	332	2	1
"932"	332	2	1
"933"	332	2	1
"934"	332	2	1
"935"	332	2	1
"936"	332	2	-1
"937"	332	2	-1
"938"	332	2	-1
"939"	332	1	1
"940"	332	2	-1
"941"	333	2	1
"942"	333	2	1
"943"	333	2	1
"944"	333	2	1
"945"	333	2	1
"946"	333	1	1
"947"	333	2	-1
"948"	333	1	1
"949"	333	1	1
"950"	333	2	-1
"951"	334	1	1
"952"	334	1	1
"953"	334	1	1
"954"	334	1	1
"955"	334	1	1
"956"	334	1	-1
"957"	334	2	1
"958"	334	2	1
"959"	334	2	1
"960"	334	2	1
"961"	335	2	1
"962"	335	2	1
"963"	335	2	1
"964"	335	2	1
"965"	335	2	1
"966"	335	2	-1
"967"	335	1	1
"968"	335	1	1
"969"	335	1	1
"970"	335	1	1
"971"	336	1	1
"972"	336	1	1
"973"	336	1	1
"974"	336	1	1
"975"	336	1	1
"976"	336	1	-1
"977"	336	1	-1
"978"	336	1	-1
"979"	336	1	-1
"980"	336	2	1
"981"	337	2	1
"982"	337	1	-1
"983"	337	2	1
"984"	337	2	1
"985"	337	1	-1
"986"	337	2	-1
"987"	337	2	-1
"988"	337	1	1
"989"	337	2	-1
"990"	337	2	-1
"991"	338	2	-1
"992"	338	1	1
"993"	338	1	1
"994"	338	2	-1
"995"	338	1	1
"996"	338	1	-1
"997"	338	2	1
"998"	338	1	-1
"999"	338	2	1
"1000"	338	1	-1
"1001"	340	2	-1
"1002"	340	2	-1
"1003"	340	1	1
"1004"	340	2	-1
"1005"	340	1	1
"1006"	340	1	-1
"1007"	340	1	-1
"1008"	340	1	-1
"1009"	340	2	1
