"subjID" "choice" "outcome"
"1312" 333 2 1
"1313" 333 2 1
"1314" 333 2 1
"1315" 333 2 1
"1316" 333 1 1
"1317" 333 2 -1
"1318" 333 1 1
"1319" 333 1 1
"1320" 333 2 -1
"1321" 334 1 1
"1322" 334 1 1
"1323" 334 1 1
"1324" 334 1 1
"1325" 334 1 1
"1326" 334 1 -1
"1327" 334 2 1
"1328" 334 2 1
"1329" 334 2 1
"1330" 334 2 1
"1331" 335 2 1
"1332" 335 2 1
"1333" 335 2 1
"1334" 335 2 1
"1335" 335 2 1
"1336" 335 2 -1
"1337" 335 1 1
"1338" 335 1 1
"1339" 335 1 1
"1340" 335 1 1
"1341" 336 1 1
"1342" 336 1 1
"1343" 336 1 1
"1344" 336 1 1
"1345" 336 1 1
"1346" 336 1 -1
"1347" 336 1 -1
"1348" 336 1 -1
"1349" 336 1 -1
"1350" 336 2 1
"1351" 337 2 1
"1352" 337 1 -1
"1353" 337 2 1
"1354" 337 2 1
"1355" 337 1 -1
"1356" 337 2 -1
"1357" 337 2 -1
"1358" 337 1 1
"1359" 337 2 -1
"1360" 337 2 -1
"1361" 338 2 -1
"1362" 338 1 1
"1363" 338 1 1
"1364" 338 2 -1
"1365" 338 1 1
"1366" 338 1 -1
"1367" 338 2 1
"1368" 338 1 -1
"1369" 338 2 1
"1370" 338 1 -1
"1371" 340 2 -1
"1372" 340 2 -1
"1373" 340 1 1
"1374" 340 2 -1
"1375" 340 1 1
"1376" 340 1 -1
"1377" 340 1 -1
"1378" 340 1 -1
"1379" 340 2 1
"1380" 340 1 -1
"1381" 341 1 -1
"1382" 341 2 1
"1383" 341 1 -1
"1384" 341 1 -1
"1385" 341 1 -1
"1386" 341 2 -1
"1387" 341 1 1
"1388" 341 2 -1
"1389" 341 1 1
"1390" 341 1 1
"1391" 342 1 1
"1392" 342 1 1
"1393" 342 1 1
"1394" 342 1 1
"1395" 342 1 1
"1396" 342 1 -1
"1397" 342 0 0
"1398" 342 2 1
"1399" 342 1 -1
"1400" 342 2 1
"1401" 343 2 1
"1402" 343 2 1
"1403" 343 2 1
"1404" 343 2 1
"1405" 343 2 1
"1406" 343 2 -1
"1407" 343 1 1
"1408" 343 1 1
"1409" 343 1 1
"1410" 343 1 1
"1411" 344 2 -1
"1412" 344 2 -1
"1413" 344 0 0
"1414" 344 2 -1
"1415" 344 1 1
"1416" 344 1 -1
"1417" 344 2 1
"1418" 344 1 -1
"1419" 344 1 -1
"1420" 344 2 1
"1421" 345 0 0
"1422" 345 1 -1
"1423" 345 2 1
"1424" 345 1 -1
"1425" 345 2 1
"1426" 345 2 -1
"1427" 345 1 1
"1428" 345 2 -1
"1429" 345 1 1
"1430" 345 1 1
"1431" 346 1 1
"1432" 346 1 1
"1433" 346 1 1
"1434" 346 1 1
"1435" 346 1 1
"1436" 346 1 -1
"1437" 346 2 1
"1438" 346 1 -1
"1439" 346 1 -1
"1440" 346 1 -1
"1441" 347 2 1
"1442" 347 2 1
"1443" 347 2 1
"1444" 347 2 1
"1445" 347 2 1
"1446" 347 2 -1
"1447" 347 1 1
"1448" 347 2 -1
"1449" 347 2 -1
"1450" 347 2 -1
"1451" 348 2 -1
"1452" 348 2 -1
"1453" 348 2 -1
"1454" 348 2 -1
"1455" 348 2 -1
"1456" 348 1 -1
"1457" 348 1 -1
"1458" 348 2 1
"1459" 348 2 1
"1460" 348 2 1
"1461" 349 2 1
"1462" 349 2 1
"1463" 349 1 -1
"1464" 349 1 -1
"1465" 349 1 -1
"1466" 349 2 -1
"1467" 349 0 0
"1468" 349 2 -1
"1469" 349 2 -1
"1470" 349 0 0
"1471" 350 2 -1
"1472" 350 1 1
"1473" 350 1 1
"1474" 350 1 1
"1475" 350 0 0
"1476" 350 1 -1
"1477" 350 1 -1
"1478" 350 1 -1
"1479" 350 1 -1
"1480" 350 2 1
"1481" 351 1 -1
"1482" 351 1 -1
"1483" 351 2 1
"1484" 351 2 1
"1485" 351 1 -1
"1486" 351 2 -1
"1487" 351 2 -1
"1488" 351 2 -1
"1489" 351 2 -1
"1490" 351 0 0
"1491" 352 2 -1
"1492" 352 1 1
"1493" 352 1 1
"1494" 352 1 1
"1495" 352 1 1
"1496" 352 1 -1
"1497" 352 2 1
"1498" 352 2 1
"1499" 352 2 1
"1500" 352 1 -1
"1501" 352 0 0
"1502" 352 2 -1
"1503" 352 1 1
"1504" 352 2 -1
"1505" 352 1 1
"1506" 352 0 0
"1507" 352 1 -1
"1508" 352 1 -1
"1509" 352 1 -1
"1510" 352 2 1
"1511" 353 1 -1
"1512" 353 2 1
"1513" 353 2 1
"1514" 353 2 1
"1515" 353 2 1
"1516" 353 2 -1
"1517" 353 1 1
"1518" 353 1 1
"1519" 353 1 1
"1520" 353 1 1
"1521" 354 2 -1
"1522" 354 2 -1
"1523" 354 1 1
"1524" 354 1 1
"1525" 354 1 1
"1526" 354 1 -1
"1527" 354 2 1
"1528" 354 1 -1
"1529" 354 1 -1
"1530" 354 1 -1
"1531" 355 2 1
"1532" 355 1 -1
"1533" 355 2 1
"1534" 355 2 1
"1535" 355 2 1
"1536" 355 2 -1
"1537" 355 1 1
"1538" 355 1 1
"1539" 355 1 1
"1540" 355 2 -1
"1541" 356 1 1
"1542" 356 1 1
"1543" 356 0 0
"1544" 356 2 -1
"1545" 356 2 -1
"1546" 356 1 -1
"1547" 356 1 -1
"1548" 356 2 1
"1549" 356 0 0
"1550" 356 1 -1
"1551" 357 2 1
"1552" 357 1 -1
"1553" 357 2 1
"1554" 357 2 1
"1555" 357 2 1
"1556" 357 2 -1
"1557" 357 2 -1
"1558" 357 2 -1
"1559" 357 2 -1
"1560" 357 1 1
"1561" 358 1 1
"1562" 358 1 1
"1563" 358 1 1
"1564" 358 2 -1
"1565" 358 1 1
"1566" 358 1 -1
"1567" 358 2 1
"1568" 358 1 -1
"1569" 358 2 1
"1570" 358 1 -1
"1571" 359 1 -1
"1572" 359 2 1
"1573" 359 1 -1
"1574" 359 1 -1
"1575" 359 2 1
"1576" 359 1 1
"1577" 359 1 1
"1578" 359 1 1
"1579" 359 2 -1
"1580" 359 1 1
"1581" 360 2 -1
"1582" 360 2 -1
"1583" 360 1 1
"1584" 360 2 -1
"1585" 360 1 1
"1586" 360 1 -1
"1587" 360 2 1
"1588" 360 2 1
"1589" 360 2 1
"1590" 360 2 1
"1591" 361 2 1
"1592" 361 2 1
"1593" 361 2 1
"1594" 361 2 1
"1595" 361 1 -1
"1596" 361 1 1
"1597" 361 2 -1
"1598" 361 2 -1
"1599" 361 0 0
"1600" 361 2 -1
"1601" 362 1 1
"1602" 362 1 1
"1603" 362 1 1
"1604" 362 2 -1
"1605" 362 1 1
"1606" 362 1 -1
"1607" 362 1 -1
"1608" 362 2 1
"1609" 362 2 1
"1610" 362 2 1
"1611" 363 2 1
"1612" 363 2 1
"1613" 363 0 0
"1614" 363 0 0
"1615" 363 2 1
"1616" 363 1 1
"1617" 363 2 -1
"1618" 363 1 1
"1619" 363 2 -1
"1620" 363 2 -1
"1621" 364 2 -1
"1622" 364 2 -1
"1623" 364 2 -1
"1624" 364 1 1
"1625" 364 1 1
"1626" 364 1 -1
"1627" 364 1 -1
"1628" 364 2 1
"1629" 364 2 1
"1630" 364 1 -1
"1631" 365 1 -1
"1632" 365 2 1
"1633" 365 2 1
"1634" 365 2 1
"1635" 365 2 1
"1636" 365 2 -1
"1637" 365 2 -1
"1638" 365 1 1
"1639" 365 1 1
"1640" 365 1 1
"1641" 366 1 1
"1642" 366 1 1
"1643" 366 1 1
"1644" 366 2 -1
"1645" 366 2 -1
"1646" 366 1 -1
"1647" 366 2 1
"1648" 366 1 -1
"1649" 366 1 -1
"1650" 366 1 -1
"1651" 392 1 1
"1652" 392 2 -1
"1653" 392 1 1
"1654" 392 1 1
"1655" 392 1 1
"1656" 392 1 -1
"1657" 392 2 1
"1658" 392 2 1
"1659" 392 2 1
"1660" 392 2 1
"1661" 396 2 -1
"1662" 396 1 1
"1663" 396 1 1
"1664" 396 2 -1
"1665" 396 1 1
"1666" 396 1 -1
"1667" 396 0 0
"1668" 396 1 -1
"1669" 396 1 -1
"1670" 396 2 1
"1671" 101 2 1
"1672" 101 2 1
"1673" 101 1 -1
"1674" 101 0 0
"1675" 101 2 1
"1676" 101 2 -1
"1677" 101 1 1
"1678" 101 2 -1
"1679" 101 2 -1
"1680" 101 1 1
"1681" 155 1 -1
"1682" 155 1 -1
"1683" 155 1 -1
"1684" 155 2 1
"1685" 155 2 1
"1686" 155 2 -1
"1687" 155 1 1
"1688" 155 2 -1
"1689" 155 2 -1
"1690" 155 1 1
"1691" 262 1 1
"1692" 262 1 1
"1693" 262 1 1
"1694" 262 1 1
"1695" 262 1 1
"1696" 262 1 -1
"1697" 262 1 -1
"1698" 262 1 -1
"1699" 262 2 1
"1700" 262 1 -1
"1701" 390 1 1
"1702" 390 1 1
"1703" 390 2 -1
"1704" 390 1 1
"1705" 390 1 1
"1706" 390 1 -1
"1707" 390 2 1
"1708" 390 1 -1
"1709" 390 1 -1
"1710" 390 1 -1
