,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221
30,-24.231,-0.111,-98.786,85.994,-87.227,-2.103,-87.844,-59.934,86.990,-217.257,-4.814,-63.733,-32.391,-37.074,29.225,-44.432,-47.821,23.157,-71.514,12.980,-40.457,85.012,-82.318,57.341,81.888,-66.918,15.844,-87.798,97.643,-37.826,34.911,-3.583,31.440,-46.906,65.361,-46.472,-3.189,-30.835,136.975,-123.128,24.633,93.849,-80.901,150.834,-153.344,74.685,-46.449,64.910,-108.277,59.225,-72.681,59.375,-22.753,52.816,33.943,44.263,-22.330,80.361,-34.241,-38.635,80.330,-51.710,38.400,-20.552,58.741,-37.776,137.510,-306.839,191.038,-16.680,81.233,-152.824,21.871,-12.198,9.534,4.826,52.439,-87.567,109.438,-4.655,31.450,20.681,88.233,-56.746,74.264,-36.156,89.281,109.047,-37.158,78.271,-27.057,89.630,-42.593,130.452,-7.856,101.733,4.272,109.030,-28.441,183.238,-93.693,153.127,-20.665,40.045,121.822,43.307,-31.844,251.851,-261.470,168.497,75.172,107.683,-34.823,270.408,-316.834,235.217,-80.813,121.424,49.780,35.848,47.360,92.942,4.743,99.909,16.806,199.576,-156.421,242.490,-195.429,196.857,-17.368,74.314,-2.208,155.173,-71.150,238.398,-265.699,260.948,-66.182,156.662,27.410,-6.506,30.831,75.205,8.201,46.450,-8.758,-32.437,82.171,-52.728,104.573,-6.979,118.668,-30.144,70.187,44.882,10.190,85.045,7.441,25.359,50.693,99.634,-6.057,97.731,32.996,160.533,-105.410,127.187,-53.224,26.648,21.510,32.558,19.567,16.609,96.664,-45.553,167.669,-54.888,55.010,24.699,107.114,-10.008,141.240,9.869,190.206,-129.748,102.286,28.406,70.791,150.660,-139.717,206.419,9.100,139.852,148.954,84.716,72.864,139.172,84.719,56.714,51.196,50.312,195.958,-146.202,173.072,-47.852,101.445,19.251,80.145,66.639,-14.272,75.088,-25.558,109.404,74.985,-104.269,-0.930,0.004,-0.000,12460.008,892.188,11.817
31,2.487,0.011,10.138,-8.825,8.952,0.216,9.015,6.151,-8.927,22.296,0.494,6.541,3.324,3.805,-2.999,4.560,4.908,-2.376,7.339,-1.332,4.152,-8.724,8.448,-5.885,-8.404,6.867,-1.626,9.010,-10.021,3.882,-3.583,0.368,-3.226,4.814,-6.708,4.769,0.327,3.164,-14.057,12.636,-2.528,-9.631,8.302,-15.479,15.737,-7.664,4.767,-6.661,11.112,-6.078,7.459,-6.093,2.335,-5.420,-3.483,-4.542,2.292,-8.247,3.514,3.965,-8.244,5.307,-3.941,2.109,-6.028,3.877,-14.112,31.489,-19.605,1.712,-8.336,15.683,-2.244,1.252,-0.978,-0.495,-5.382,8.986,-11.231,0.478,-3.228,-2.122,-9.055,5.824,-7.621,3.710,-9.162,-11.191,3.813,-8.033,2.777,-9.198,4.371,-13.388,0.806,-10.440,-0.438,-11.189,2.919,-18.805,9.615,-15.715,2.121,-4.110,-12.502,-4.444,3.268,-25.846,26.833,-17.292,-7.714,-11.051,3.574,-27.751,32.515,-24.139,8.293,-12.461,-5.109,-3.679,-4.860,-9.538,-0.487,-10.253,-1.725,-20.481,16.053,-24.885,20.056,-20.202,1.782,-7.626,0.227,-15.925,7.302,-24.465,27.267,-26.780,6.792,-16.077,-2.813,0.668,-3.164,-7.718,-0.842,-4.767,0.899,3.329,-8.433,5.411,-10.732,0.716,-12.178,3.093,-7.203,-4.606,-1.046,-8.728,-0.764,-2.602,-5.202,-10.225,0.622,-10.030,-3.386,-16.475,10.818,-13.053,5.462,-2.735,-2.207,-3.341,-2.008,-1.704,-9.920,4.675,-17.207,5.633,-5.645,-2.535,-10.993,1.027,-14.495,-1.013,-19.520,13.315,-10.497,-2.915,-7.265,-15.461,14.338,-21.184,-0.934,-14.352,-15.286,-8.694,-7.478,-14.282,-8.694,-5.820,-5.254,-5.163,-20.110,15.004,-17.761,4.911,-10.411,-1.976,-8.225,-6.839,1.465,-7.706,2.623,-11.228,-7.695,10.701,0.095,-0.000,0.000,-1278.702,-91.560,-1.213
32,-21.822,-0.100,-88.964,77.444,-78.555,-1.894,-79.110,-53.975,78.341,-195.657,-4.335,-57.396,-29.170,-33.388,26.320,-40.015,-43.066,20.855,-64.404,11.690,-36.435,76.560,-74.134,51.640,73.747,-60.265,14.269,-79.069,87.936,-34.065,31.440,-3.226,28.314,-42.242,58.863,-41.852,-2.872,-27.769,123.356,-110.887,22.184,84.518,-72.858,135.838,-138.098,67.260,-41.831,58.456,-97.512,53.336,-65.455,53.472,-20.491,47.565,30.568,39.862,-20.110,72.371,-30.837,-34.794,72.343,-46.569,34.582,-18.508,52.901,-34.020,123.838,-276.333,172.045,-15.022,73.156,-137.630,19.696,-10.985,8.586,4.346,47.226,-78.861,98.558,-4.192,28.323,18.625,79.461,-51.104,66.881,-32.561,80.404,98.206,-33.464,70.489,-24.367,80.719,-38.358,117.483,-7.075,91.618,3.847,98.190,-25.613,165.020,-84.378,137.903,-18.610,36.064,109.711,39.001,-28.678,226.811,-235.474,151.745,67.698,96.977,-31.361,243.524,-285.334,211.832,-72.779,109.352,44.830,32.284,42.652,83.702,4.272,89.976,15.135,179.734,-140.870,218.381,-175.999,177.285,-15.641,66.925,-1.989,139.746,-64.076,214.696,-239.283,235.004,-59.602,141.086,24.685,-5.860,27.766,67.728,7.386,41.832,-7.888,-29.212,74.001,-47.486,94.177,-6.285,106.870,-27.147,63.209,40.420,9.177,76.589,6.701,22.837,45.653,89.728,-5.455,88.014,29.716,144.573,-94.930,114.542,-47.932,23.998,19.371,29.321,17.622,14.958,87.053,-41.024,150.999,-49.431,49.541,22.244,96.464,-9.013,127.197,8.888,171.296,-116.848,92.116,25.582,63.753,135.681,-125.826,185.896,8.196,125.948,134.145,76.294,65.619,125.335,76.296,51.075,46.106,45.310,176.475,-131.666,155.865,-43.095,91.359,17.337,72.177,60.014,-12.853,67.622,-23.017,98.527,67.530,-93.902,-0.837,0.004,-0.000,11221.219,803.486,10.642
33,32.556,0.149,132.727,-115.540,117.197,2.825,118.025,80.526,-116.878,291.904,6.468,85.630,43.520,49.812,-39.267,59.699,64.251,-31.113,96.085,-17.440,54.357,-114.221,110.602,-77.043,-110.024,89.910,-21.288,117.964,-131.192,50.822,-46.906,4.814,-42.242,63.022,-87.819,62.439,4.285,41.429,-184.037,165.434,-33.096,-126.094,108.697,-202.659,206.031,-100.345,62.408,-87.212,145.479,-79.573,97.653,-79.775,30.571,-70.963,-45.605,-59.471,30.003,-107.971,46.006,51.910,-107.930,69.476,-51.594,27.613,-78.923,50.755,-184.756,412.264,-256.675,22.411,-109.143,205.332,-29.385,16.388,-12.810,-6.484,-70.457,117.653,-147.040,6.254,-42.255,-27.787,-118.548,76.243,-99.781,48.579,-119.956,-146.514,49.925,-105.164,36.353,-120.426,57.227,-175.274,10.556,-136.687,-5.739,-146.491,38.212,-246.196,125.885,-205.739,27.765,-53.804,-163.679,-58.186,42.785,-338.382,351.307,-226.390,-101.000,-144.681,46.788,-363.317,425.693,-316.034,108.579,-163.143,-66.883,-48.165,-63.633,-124.875,-6.373,-134.236,-22.580,-268.147,210.166,-325.806,262.575,-264.494,23.335,-99.847,2.967,-208.488,95.596,-320.308,356.989,-350.606,88.922,-210.488,-36.828,8.742,-41.425,-101.045,-11.019,-62.410,11.768,43.581,-110.404,70.844,-140.503,9.376,-159.440,40.501,-94.303,-60.303,-13.692,-114.265,-9.998,-34.071,-68.111,-133.867,8.139,-131.310,-44.333,-215.690,141.627,-170.887,71.511,-35.804,-28.900,-43.744,-26.290,-22.316,-129.876,61.204,-225.277,73.746,-73.910,-33.186,-143.917,13.447,-189.767,-13.260,-255.558,174.327,-137.429,-38.166,-95.114,-202.424,187.722,-277.341,-12.227,-187.903,-200.133,-113.824,-97.898,-186.989,-113.827,-76.200,-68.786,-67.598,-263.286,196.435,-232.536,64.294,-136.299,-25.866,-107.682,-89.536,19.175,-100.887,34.339,-146.994,-100.749,140.094,1.249,-0.006,0.000,-16741.077,-1198.730,-15.877
34,-45.366,-0.207,-184.951,161.002,-163.310,-3.937,-164.465,-112.211,162.867,-406.759,-9.013,-119.323,-60.643,-69.412,54.717,-83.188,-89.532,43.356,-133.891,24.303,-75.745,159.164,-154.120,107.357,153.315,-125.287,29.664,-164.380,182.812,-70.819,65.361,-6.708,58.863,-87.819,122.373,-87.007,-5.971,-57.730,256.450,-230.527,46.119,175.708,-151.466,282.399,-287.098,139.828,-86.964,121.527,-202.721,110.883,-136.076,111.165,-42.600,98.885,63.550,82.871,-41.808,150.455,-64.107,-72.335,150.397,-96.813,71.894,-38.478,109.977,-70.726,257.452,-574.478,357.670,-31.229,152.087,-286.124,40.947,-22.837,17.850,9.036,98.179,-163.946,204.895,-8.715,58.881,38.720,165.194,-106.242,139.041,-67.693,167.155,204.163,-69.570,146.542,-50.657,167.810,-79.744,244.239,-14.709,190.469,7.998,204.131,-53.248,343.066,-175.417,286.691,-38.689,74.974,228.081,81.081,-59.620,471.526,-489.536,315.468,140.740,201.609,-65.198,506.271,-593.190,440.384,-151.302,227.335,93.199,67.116,88.670,174.010,8.881,187.054,31.465,373.655,-292.859,454.001,-365.890,368.565,-32.516,139.134,-4.135,290.522,-133.210,446.339,-497.454,488.559,-123.910,293.309,51.319,-12.182,57.724,140.803,15.354,86.966,-16.398,-60.729,153.844,-98.720,195.787,-13.066,222.175,-56.436,131.408,84.030,19.079,159.224,13.932,47.477,94.911,186.539,-11.341,182.976,61.777,300.558,-197.353,238.126,-99.648,49.891,40.272,60.956,36.634,31.096,180.978,-85.286,313.917,-102.763,102.992,46.243,200.543,-18.738,264.435,18.478,356.113,-242.919,191.504,53.184,132.538,282.072,-261.584,386.466,17.038,261.837,278.879,158.610,136.418,260.564,158.615,106.182,95.852,94.196,366.881,-273.726,324.033,-89.591,189.929,36.043,150.051,124.765,-26.720,140.583,-47.851,204.831,140.391,-195.217,-1.741,0.008,-0.000,23328.189,1670.395,22.124
35,32.255,0.147,131.500,-114.473,116.114,2.799,116.935,79.782,-115.798,289.206,6.408,84.839,43.117,49.352,-38.904,59.147,63.658,-30.826,95.197,-17.279,53.855,-113.166,109.580,-76.331,-109.007,89.079,-21.091,116.874,-129.980,50.352,-46.472,4.769,-41.852,62.439,-87.007,61.862,4.245,41.046,-182.336,163.905,-32.790,-124.929,107.693,-200.786,204.127,-99.418,61.832,-86.406,144.135,-78.838,96.750,-79.038,30.288,-70.307,-45.184,-58.922,29.725,-106.974,45.580,51.430,-106.932,68.834,-51.117,27.358,-78.194,50.286,-183.049,408.455,-254.304,22.204,-108.134,203.434,-29.113,16.237,-12.691,-6.424,-69.806,116.566,-145.681,6.196,-41.865,-27.530,-117.453,75.538,-98.858,48.130,-118.848,-145.160,49.464,-104.192,36.018,-119.313,56.698,-173.654,10.458,-135.424,-5.686,-145.138,37.859,-243.921,124.722,-203.838,27.508,-53.307,-162.166,-57.649,42.390,-335.256,348.061,-224.298,-100.066,-143.344,46.356,-359.959,421.759,-313.114,107.576,-161.635,-66.265,-47.720,-63.045,-123.722,-6.314,-132.996,-22.372,-265.669,208.223,-322.795,260.148,-262.050,23.119,-98.924,2.940,-206.562,94.713,-317.348,353.691,-347.366,88.100,-208.543,-36.488,8.661,-41.042,-100.111,-10.917,-61.833,11.659,43.179,-109.383,70.190,-139.205,9.290,-157.967,40.126,-93.431,-59.746,-13.565,-113.209,-9.905,-33.757,-67.482,-132.630,8.063,-130.096,-43.923,-213.697,140.318,-169.308,70.850,-35.473,-28.633,-43.340,-26.047,-22.109,-128.676,60.638,-223.196,73.065,-73.227,-32.879,-142.587,13.323,-188.014,-13.138,-253.197,172.716,-136.160,-37.814,-94.235,-200.554,185.987,-274.778,-12.114,-186.167,-198.283,-112.772,-96.994,-185.261,-112.775,-75.496,-68.151,-66.974,-260.853,194.620,-230.388,63.700,-135.040,-25.627,-106.686,-88.708,18.998,-99.954,34.022,-145.635,-99.818,138.800,1.238,-0.006,0.000,-16586.380,-1187.653,-15.731
36,2.214,0.010,9.024,-7.856,7.968,0.192,8.025,5.475,-7.947,19.847,0.440,5.822,2.959,3.387,-2.670,4.059,4.369,-2.115,6.533,-1.186,3.696,-7.766,7.520,-5.238,-7.481,6.113,-1.447,8.021,-8.920,3.455,-3.189,0.327,-2.872,4.285,-5.971,4.245,0.291,2.817,-12.513,11.248,-2.250,-8.573,7.391,-13.779,14.008,-6.823,4.243,-5.930,9.891,-5.410,6.640,-5.424,2.079,-4.825,-3.101,-4.044,2.040,-7.341,3.128,3.529,-7.338,4.724,-3.508,1.877,-5.366,3.451,-12.562,28.031,-17.452,1.524,-7.421,13.961,-1.998,1.114,-0.871,-0.441,-4.790,7.999,-9.997,0.425,-2.873,-1.889,-8.060,5.184,-6.784,3.303,-8.156,-9.962,3.395,-7.150,2.472,-8.188,3.891,-11.917,0.718,-9.294,-0.390,-9.960,2.598,-16.739,8.559,-13.989,1.888,-3.658,-11.129,-3.956,2.909,-23.007,23.886,-15.393,-6.867,-9.837,3.181,-24.703,28.944,-21.488,7.383,-11.092,-4.547,-3.275,-4.327,-8.491,-0.433,-9.127,-1.535,-18.232,14.290,-22.152,17.853,-17.983,1.587,-6.789,0.202,-14.176,6.500,-21.778,24.272,-23.838,6.046,-14.311,-2.504,0.594,-2.817,-6.870,-0.749,-4.243,0.800,2.963,-7.507,4.817,-9.553,0.638,-10.841,2.754,-6.412,-4.100,-0.931,-7.769,-0.680,-2.317,-4.631,-9.102,0.553,-8.928,-3.014,-14.665,9.629,-11.619,4.862,-2.434,-1.965,-2.974,-1.788,-1.517,-8.831,4.161,-15.317,5.014,-5.025,-2.256,-9.785,0.914,-12.903,-0.902,-17.376,11.853,-9.344,-2.595,-6.467,-13.763,12.764,-18.857,-0.831,-12.776,-13.607,-7.739,-6.656,-12.714,-7.739,-5.181,-4.677,-4.596,-17.901,13.356,-15.811,4.371,-9.267,-1.759,-7.321,-6.088,1.304,-6.859,2.335,-9.994,-6.850,9.525,0.085,-0.000,0.000,-1138.257,-81.504,-1.080
37,21.402,0.098,87.252,-75.954,77.042,1.857,77.587,52.936,-76.833,191.891,4.252,56.291,28.609,32.745,-25.813,39.245,42.237,-20.453,63.164,-11.465,35.733,-75.087,72.707,-50.646,-72.327,59.105,-13.994,77.547,-86.243,33.409,-30.835,3.164,-27.769,41.429,-57.730,41.046,2.817,27.234,-120.982,108.752,-21.757,-82.892,71.455,-133.223,135.440,-65.965,41.026,-57.331,95.635,-52.310,64.195,-52.443,20.097,-46.650,-29.980,-39.095,19.723,-70.978,30.243,34.124,-70.951,45.672,-33.916,18.152,-51.882,33.365,-121.455,271.013,-168.733,14.733,-71.748,134.981,-19.317,10.773,-8.421,-4.263,-46.317,77.343,-96.661,4.111,-27.778,-18.266,-77.931,50.120,-65.594,31.934,-78.857,-96.315,32.820,-69.132,23.898,-79.165,37.620,-115.221,6.939,-89.855,-3.773,-96.300,25.120,-161.844,82.754,-135.248,18.252,-35.370,-107.599,-38.250,28.126,-222.445,230.941,-148.824,-66.395,-95.110,30.757,-238.836,279.841,-207.754,71.378,-107.247,-43.967,-31.663,-41.831,-82.090,-4.189,-88.244,-14.844,-176.274,138.158,-214.178,172.611,-173.873,15.340,-65.637,1.951,-137.056,62.843,-210.563,234.677,-230.481,58.455,-138.370,-24.210,5.747,-27.232,-66.425,-7.244,-41.027,7.736,28.649,-72.577,46.572,-92.364,6.164,-104.812,26.624,-61.993,-39.642,-9.000,-75.115,-6.572,-22.398,-44.775,-88.001,5.350,-86.320,-29.144,-141.790,93.102,-112.337,47.009,-23.536,-18.998,-28.756,-17.282,-14.670,-85.378,40.234,-148.092,48.479,-48.587,-21.815,-94.608,8.840,-124.749,-8.717,-167.998,114.599,-90.343,-25.090,-62.526,-133.069,123.404,-182.318,-8.038,-123.523,-131.563,-74.825,-64.356,-122.923,-74.828,-50.092,-45.219,-44.438,-173.078,129.132,-152.864,42.265,-89.600,-17.004,-70.787,-58.859,12.605,-66.321,22.574,-96.630,-66.230,92.095,0.821,-0.004,0.000,-11005.213,-788.019,-10.437
38,-95.070,-0.434,-387.592,337.403,-342.240,-8.250,-344.660,-235.155,341.311,-852.424,-18.888,-250.059,-127.087,-145.463,114.667,-174.333,-187.628,90.858,-280.588,50.930,-158.735,333.552,-322.982,224.981,321.295,-262.557,62.165,-344.482,383.110,-148.412,136.975,-14.057,123.356,-184.037,256.450,-182.336,-12.513,-120.982,537.429,-483.103,96.648,368.223,-317.420,591.809,-601.656,293.031,-182.246,254.678,-424.831,232.372,-285.167,232.962,-89.274,207.228,133.178,173.669,-87.614,315.301,-134.346,-151.588,315.179,-202.886,150.665,-80.636,230.473,-148.217,539.529,-1203.902,749.549,-65.446,318.721,-599.615,85.811,-47.858,37.407,18.935,205.749,-343.573,429.388,-18.264,123.395,81.144,346.188,-222.646,291.381,-141.860,350.299,427.854,-145.793,307.101,-106.160,351.670,-167.115,511.839,-30.825,399.156,16.760,427.787,-111.589,718.946,-367.612,600.804,-81.079,157.120,477.978,169.917,-124.943,988.152,-1025.894,661.110,294.941,422.501,-136.631,1060.965,-1243.117,922.891,-317.076,476.413,195.313,140.652,185.822,364.664,18.611,391.999,65.940,783.049,-613.730,951.426,-766.777,772.381,-68.143,291.575,-8.665,608.832,-279.161,935.370,-1042.488,1023.847,-259.671,614.672,107.547,-25.529,120.969,295.073,32.177,182.250,-34.364,-127.267,322.403,-206.881,410.301,-27.381,465.601,-118.271,275.385,176.098,39.982,333.678,29.196,99.496,198.899,390.921,-23.767,383.453,129.463,629.864,-413.582,499.028,-208.827,104.554,84.395,127.742,76.773,65.166,379.266,-178.729,657.860,-215.355,215.834,96.909,420.268,-39.268,554.162,38.722,746.287,-509.073,401.325,111.454,277.753,591.123,-548.189,809.897,35.706,548.719,584.432,332.391,285.885,546.050,332.401,222.521,200.871,197.402,768.853,-573.633,679.058,-187.752,398.025,75.534,314.454,261.464,-55.996,294.612,-100.278,429.254,294.210,-409.106,-3.649,0.017,-0.000,48887.655,3500.558,46.365
39,85.460,0.390,348.412,-303.297,307.645,7.416,309.820,211.384,-306.809,766.256,16.979,224.782,114.240,130.759,-103.076,156.711,168.662,-81.673,252.225,-45.781,142.689,-299.835,290.333,-202.239,-288.817,236.016,-55.881,309.660,-344.383,133.410,-123.128,12.636,-110.887,165.434,-230.527,163.905,11.248,108.752,-483.103,434.268,-86.879,-331.001,285.334,-531.986,540.837,-263.410,163.824,-228.934,381.887,-208.882,256.341,-209.413,80.249,-186.281,-119.716,-156.114,78.758,-283.428,120.766,136.265,-283.319,182.378,-135.435,72.484,-207.175,133.234,-484.991,1082.206,-673.781,58.830,-286.503,539.003,-77.137,43.020,-33.626,-17.021,-184.951,308.843,-385.983,16.418,-110.921,-72.941,-311.193,200.140,-261.927,127.520,-314.889,-384.605,131.056,-276.058,95.429,-316.121,150.223,-460.099,27.709,-358.807,-15.066,-384.544,100.309,-646.271,330.452,-540.072,72.883,-141.237,-429.661,-152.741,112.313,-888.265,922.192,-594.282,-265.127,-379.793,122.820,-953.717,1117.456,-829.600,285.024,-428.255,-175.570,-126.434,-167.038,-327.802,-16.729,-352.374,-59.274,-703.895,551.691,-855.251,689.267,-694.305,61.255,-262.101,7.789,-547.288,250.942,-840.818,937.108,-920.351,233.422,-552.538,-96.675,22.948,-108.741,-265.246,-28.925,-163.827,30.891,114.402,-289.813,185.969,-368.825,24.613,-418.536,106.315,-247.548,-158.297,-35.941,-299.948,-26.244,-89.438,-178.793,-351.404,21.364,-344.692,-116.376,-566.194,371.775,-448.584,187.717,-93.986,-75.864,-114.829,-69.012,-58.579,-340.928,160.662,-591.360,193.586,-194.017,-87.113,-377.785,35.299,-498.145,-34.808,-670.849,457.614,-360.757,-100.188,-249.676,-531.369,492.775,-728.029,-32.097,-493.252,-525.355,-298.791,-256.986,-490.853,-298.800,-200.027,-180.566,-177.448,-691.133,515.648,-610.415,168.773,-357.790,-67.899,-282.667,-235.034,50.335,-264.831,90.141,-385.863,-264.470,367.752,3.280,-0.015,0.000,-43945.845,-3146.704,-41.678
40,-17.097,-0.078,-69.703,60.677,-61.547,-1.484,-61.982,-42.289,61.380,-153.296,-3.397,-44.969,-22.855,-26.159,20.621,-31.351,-33.742,16.339,-50.460,9.159,-28.546,59.984,-58.083,40.460,57.780,-47.217,11.179,-61.950,68.897,-26.690,24.633,-2.528,22.184,-33.096,46.119,-32.790,-2.250,-21.757,96.648,-86.879,17.381,66.219,-57.083,106.428,-108.199,52.697,-32.774,45.800,-76.399,41.789,-51.283,41.895,-16.055,37.267,23.950,31.232,-15.756,56.702,-24.160,-27.261,56.680,-36.486,27.095,-14.501,41.447,-26.655,97.026,-216.504,134.795,-11.769,57.317,-107.832,15.432,-8.607,6.727,3.405,37.001,-61.787,77.219,-3.284,22.191,14.592,62.257,-40.040,52.401,-25.511,62.996,76.943,-26.219,55.227,-19.091,63.242,-30.053,92.046,-5.543,71.782,3.014,76.931,-20.068,129.292,-66.110,108.046,-14.581,28.256,85.957,30.557,-22.469,177.704,-184.492,118.891,53.041,75.981,-24.571,190.799,-223.556,165.968,-57.021,85.676,35.124,25.294,33.417,65.579,3.347,70.495,11.858,140.820,-110.370,171.100,-137.893,138.901,-12.254,52.435,-1.558,109.489,-50.203,168.212,-187.476,184.123,-46.698,110.540,19.341,-4.591,21.755,53.065,5.787,32.775,-6.180,-22.887,57.979,-37.204,73.786,-4.924,83.731,-21.269,49.524,31.669,7.190,60.007,5.250,17.893,35.769,70.301,-4.274,68.958,23.282,113.271,-74.376,89.743,-37.554,18.803,15.177,22.972,13.806,11.719,68.205,-32.142,118.306,-38.728,38.815,17.428,75.579,-7.062,99.658,6.964,134.209,-91.549,72.172,20.043,49.950,106.305,-98.583,145.648,6.421,98.679,105.101,59.775,51.412,98.199,59.777,40.017,36.124,35.500,138.267,-103.159,122.118,-33.764,71.579,13.584,56.550,47.020,-10.070,52.981,-18.033,77.195,52.909,-73.572,-0.656,0.003,-0.000,8791.708,629.523,8.338
41,-65.138,-0.297,-265.561,231.174,-234.488,-5.653,-236.146,-161.118,233.852,-584.044,-12.942,-171.330,-87.074,-99.665,78.565,-119.446,-128.555,62.252,-192.247,34.895,-108.758,228.535,-221.293,154.148,220.137,-179.893,42.593,-236.024,262.491,-101.685,93.849,-9.631,84.518,-126.094,175.708,-124.929,-8.573,-82.892,368.223,-331.001,66.219,252.291,-217.483,405.482,-412.229,200.772,-124.867,174.495,-291.076,159.211,-195.384,159.616,-61.166,141.984,91.248,118.991,-60.030,216.030,-92.048,-103.862,215.947,-139.009,103.229,-55.248,157.910,-101.552,369.662,-824.862,513.559,-44.840,218.374,-410.830,58.794,-32.790,25.630,12.974,140.970,-235.402,294.198,-12.514,84.545,55.596,237.193,-152.548,199.642,-97.197,240.010,293.147,-99.891,210.412,-72.736,240.949,-114.500,350.690,-21.120,273.484,11.483,293.101,-76.456,492.591,-251.872,411.645,-55.552,107.652,327.490,116.420,-85.606,677.039,-702.899,452.964,202.081,289.480,-93.614,726.928,-851.730,632.325,-217.247,326.418,133.820,96.369,127.317,249.852,12.751,268.581,45.179,536.512,-420.501,651.876,-525.362,529.203,-46.688,199.775,-5.937,417.146,-191.269,640.875,-714.268,701.496,-177.915,421.147,73.686,-17.491,82.883,202.172,22.047,124.870,-23.545,-87.198,220.897,-141.746,281.120,-18.760,319.010,-81.034,188.682,120.655,27.394,228.622,20.004,68.170,136.277,267.842,-16.284,262.726,88.702,431.555,-283.369,341.912,-143.079,71.636,57.824,87.523,52.601,44.649,259.857,-122.457,450.737,-147.552,147.881,66.398,287.950,-26.905,379.688,26.531,511.324,-348.795,274.970,76.364,190.304,405.012,-375.595,554.907,24.464,375.959,400.428,227.740,195.876,374.130,227.747,152.462,137.628,135.251,526.785,-393.029,465.261,-128.640,272.709,51.753,215.450,179.144,-38.366,201.855,-68.706,294.106,201.580,-280.302,-2.500,0.012,-0.000,33495.725,2398.432,31.767
42,56.151,0.256,228.923,-199.280,202.137,4.873,203.566,138.889,-201.588,503.465,11.156,147.692,75.061,85.914,-67.726,102.966,110.819,-53.663,165.723,-30.080,93.753,-197.005,190.762,-132.880,-189.766,155.073,-36.716,203.461,-226.276,87.656,-80.901,8.302,-72.858,108.697,-151.466,107.693,7.391,71.455,-317.420,285.334,-57.083,-217.483,187.477,-349.539,355.355,-173.072,107.639,-150.420,250.917,-137.245,168.428,-137.594,52.727,-122.395,-78.659,-102.574,51.747,-186.225,79.349,89.532,-186.153,119.830,-88.987,47.626,-136.124,87.541,-318.661,711.058,-442.705,38.654,-188.246,354.149,-50.682,28.266,-22.094,-11.184,-121.521,202.924,-253.609,10.787,-72.880,-47.926,-204.468,131.501,-172.098,83.787,-206.896,-252.703,86.110,-181.382,62.701,-207.706,98.703,-302.306,18.206,-235.752,-9.899,-252.663,65.907,-424.630,217.122,-354.852,47.888,-92.799,-282.307,-100.358,73.795,-583.630,605.922,-390.470,-174.200,-249.541,80.698,-626.636,734.220,-545.085,187.274,-281.383,-115.357,-83.073,-109.751,-215.381,-10.992,-231.526,-38.946,-462.491,362.486,-561.939,452.880,-456.190,40.247,-172.212,5.118,-359.593,164.881,-552.456,615.723,-604.713,153.369,-363.043,-63.520,15.078,-71.448,-174.279,-19.005,-107.642,20.297,75.167,-190.420,122.190,-242.335,16.172,-274.997,69.854,-162.650,-104.008,-23.615,-197.079,-17.244,-58.765,-117.475,-230.889,14.037,-226.478,-76.464,-372.015,244.273,-294.740,123.339,-61.753,-49.846,-75.448,-45.344,-38.489,-224.005,105.562,-388.550,127.195,-127.478,-57.237,-248.222,23.193,-327.304,-22.871,-440.778,300.673,-237.034,-65.828,-164.049,-349.134,323.776,-478.348,-21.089,-324.089,-345.182,-196.319,-168.852,-322.513,-196.325,-131.427,-118.640,-116.591,-454.106,338.804,-401.071,110.892,-235.084,-44.613,-185.725,-154.428,33.073,-174.006,59.227,-253.529,-173.769,241.630,2.155,-0.010,0.000,-28874.416,-2067.528,-27.384
