PreR_error_PsFb_1_c0,placeholder_PreR_correct_PsFb_1_c0,placeholder_PreR_error_PsFb_1_c0,placeholder_PreR_error_PsFb_2_c0,placeholder_PreR_correct_PsFb_2_c0,PreR_correct_PsFb_2_c0,placeholder_PreR_error_PsFb_3_c0,PreR_error_PsFb_3_c0,PreR_correct_PsFb_4_c0,placeholder_PreR_error_PsFb_4_c0,PreR_correct_PsFb_5_c0,placeholder_PreR_error_PsFb_5_c0,PostR_correct_PsFb_1_c0,PreR_error_PsFb_6_c0,PostR_correct_PsFb_2_c0,PreR_error_PsFb_2_c0,PreR_correct_PsFb_3_c0,PostR_correct_PsFb_3_c0,PreR_nonresponse_PsFb_3_c0,PostR_correct_PsFb_4_c0,PreR_error_PsFb_4_c0,PostR_error_PsFb_4_c0,PostR_nonresponse_PsFb_5_c0,PreR_error_PsFb_5_c0,PreR_correct_PsFb_1_c0,PreR_correct_PsFb_6_c0,PreR_correct_PsFb_7_c0,PostR_error_PsFb_1_c0,PostR_error_PsFb_3_c0,PostR_correct_PsFb_5_c0,PostR_error_PsFb_5_c0,PostR_error_PsFb_2_c0,PreR_correct_PsFb_8_c0,PreR_nonresponse_PsFb_6_c0,PostR_nonresponse_PsFb_3_c0,PreR_nonresponse_PsFb_5_c0,PreR_error_PsFb_8_c0,PostR_nonresponse_PsFb_4_c0,PostR_nonresponse_PsFb_2_c0,PreR_nonresponse_PsFb_1_c0,PostR_nonresponse_PsFb_1_c0,PreR_error_PsFb_7_c0,placeholder_PreR_correct_PsFb_3_c0,placeholder_PreR_correct_PsFb_4_c0,placeholder_PreR_correct_PsFb_5_c0,linearterm,quadraticterm,cubicterm,ones,subid,runid
2.89480453159,6.33858136664,-5.17277235294,-7.68782661956,0.359057342131,2.1269362664,-7.10172205595,-0.666662901742,3.54743375745,-5.47593440869,0.926408644969,-1.96146094103,2.11503342423,3.7369591876,2.07925621729,1.24555388703,2.98521207348,1.89804401904,1.37905213558,3.76126403359,0.369299919227,2.73803414574,-6.92805622,2.04242715823,3.49860904615,1.46440081322,-0.611810484366,1.59165282331,-0.0661772784887,0.110750787486,7.48943504183,5.49826205462,4.94291160382,-7.95158424325,11.6662835285,0.521101250486,6.8080504392,-3.11372213016,2.62751976047,-0.87568734762,-6.93542386661,13.8169164247,1.09828191024,-5.94762987264,-6.81484624657,-0.0216566119423,-0.000286762827857,1.32705688497e-06,1090.5217004,113,1
